OTU,Phylum,Class,Order,Family,Genus,Species,total,number,OTU_id
JX504915.1.1424,Chloroflexi,Gitt-GS-136,uncultured Caldilinea sp.,uncultured Caldilinea sp.,uncultured Caldilinea sp.,uncultured Caldilinea sp.,384,B2122,B2122_uncultured.Caldilinea.sp.
AB364739.1.1485,Nitrospirae,4-29-1,uncultured Myxococcales bacterium,uncultured Myxococcales bacterium,uncultured Myxococcales bacterium,uncultured Myxococcales bacterium,383,B2123,B2123_uncultured.Myxococcales.bacterium
HF548391.1.1419,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,unidentified,unidentified,383,B2124,B2124_f_Microbacteriaceae
JX079206.1.1279,Chloroflexi,Anaerolineae,SJA-15,uncultured bacterium,uncultured bacterium,uncultured bacterium,383,B2125,B2125_uncultured.bacterium
KJ782733.1.1514,Acidobacteria,Blastocatellia (Subgroup 4),DS-100,uncultured bacterium,uncultured bacterium,uncultured bacterium,383,B2126,B2126_uncultured.bacterium
1c71ba656f9aef366b20718699c1a4b6,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,381,B2127,B2127_o_NA
JX066668.1.1346,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,unidentified,unidentified,381,B2128,B2128_f_Xanthobacteraceae
KY190514.1.1422,Chloroflexi,Dehalococcoidia,S085,unidentified,unidentified,unidentified,381,B2129,B2129_o_S085
74f332c5ba394a1848c8f841fc514986,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,380,B2130,B2130_o_NA
AB607853.1.1416,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,unidentified,380,B2131,B2131_Actinoplanes
ec1d3d01f90fb33d151c024f41662ad1,Chloroflexi,Anaerolineae,SJA-15,uncultured Chloroflexi bacterium,uncultured Chloroflexi bacterium,uncultured Chloroflexi bacterium,380,B2132,B2132_uncultured.Chloroflexi.bacterium
EU644199.1.1385,Chloroflexi,KD4-96,unidentified,unidentified,unidentified,unidentified,380,B2133,B2133_o_NA
LC199478.1.1431,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,uncultured,unidentified,380,B2134,B2134_uncultured
HE589849.1.1458,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,unidentified,unidentified,379,B2135,B2135_f_Methylococcaceae
HG942156.1.1218,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Spirosoma,unidentified,379,B2136,B2136_Spirosoma
JN023433.1.1479,Actinobacteria,Acidimicrobiia,Microtrichales,uncultured,unidentified,unidentified,379,B2137,B2137_f_uncultured
LVXG01000048.3689.5226,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,unidentified,379,B2138,B2138_Niastella
JF221624.1.1354,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,unidentified,378,B2139,B2139_Massilia
KC432149.1.1368,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,uncultured sludge bacterium A9,378,B2140,B2140_Haliangium
AY679161.1.1526,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,unidentified,377,B2141,B2141_Massilia
d9692cabbd774ca1da571aeb8df2485d,Proteobacteria,Alphaproteobacteria,unidentified,unidentified,unidentified,unidentified,377,B2142,B2142_o_NA
EU133296.1.1337,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,uncultured,unidentified,377,B2143,B2143_uncultured
AJ131369.1.1510,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonaceae,Methylomonas,unidentified,376,B2144,B2144_Methylomonas
b8a52590502f1a7658ffcb4adc8c6675,Zixibacteria,uncultured prokaryote,uncultured prokaryote,uncultured prokaryote,uncultured prokaryote,uncultured prokaryote,376,B2145,B2145_uncultured.prokaryote
FJ484509.1.1243,Planctomycetes,Phycisphaerae,MSBL9,SG8-4,uncultured planctomycete,uncultured planctomycete,376,B2146,B2146_uncultured.planctomycete
FPLP01011417.16.1484,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,uncultured,metagenome,376,B2147,B2147_uncultured
JQ278949.1.1207,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,uncultured Haliscomenobacter sp.,376,B2148,B2148_Phaeodactylibacter
KJ957693.1.1445,Bacteroidetes,Bacteroidia,Bacteroidales,SB-5,unidentified,unidentified,376,B2149,B2149_f_SB.5
DQ824662.1.1393,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Comamonas,unidentified,375,B2150,B2150_Comamonas
FPLS01035417.11.1524,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,unidentified,375,B2151,B2151_Acidibacter
JF176230.1.1340,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Spirosoma,uncultured bacterium,375,B2152,B2152_Spirosoma
JF703503.1.1428,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,uncultured,Hassallia byssoidea VB512170,375,B2153,B2153_uncultured
JN128637.1.1414,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,unidentified,unidentified,375,B2154,B2154_f_Burkholderiaceae
JX505348.1.1437,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unidentified,unidentified,375,B2155,B2155_f_Ruminococcaceae
EU135251.1.1375,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium,374,B2156,B2156_uncultured
FJ516899.1.1501,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae (Subgroup 3),Candidatus Solibacter,unidentified,374,B2157,B2157_Candidatus.Solibacter
HM445084.1.1362,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,uncultured prokaryote,374,B2158,B2158_uncultured
JN038788.1.1513,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,unidentified,374,B2159,B2159_Geobacter
JQ855625.1.1251,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,unidentified,374,B2160,B2160_Sphingobium
LN560127.1.1316,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,unidentified,374,B2161,B2161_Devosia
LC020506.1.1467,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 5,unidentified,373,B2162,B2162_Clostridium.sensu.stricto.5
4ab401ba9eeb93d898a947ee6da3083c,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella 9,unidentified,372,B2163,B2163_Prevotella.9
HQ330592.1.1370,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,unidentified,372,B2164,B2164_Bacillus
JN637322.1.1364,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter,unidentified,372,B2165,B2165_Dyadobacter
KP982871.1.1379,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,Siphonobacter,unidentified,372,B2166,B2166_Siphonobacter
7d6b9b8e4df34147e9dcc80a19ebaf6d,Armatimonadetes,uncultured,unidentified,unidentified,unidentified,unidentified,371,B2167,B2167_o_NA
CU925479.1.1369,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,unidentified,unidentified,371,B2168,B2168_f_uncultured
GQ029130.1.1355,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,unidentified,371,B2169,B2169_Cellvibrio
JF800706.1.1239,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,unidentified,unidentified,371,B2170,B2170_f_Burkholderiaceae
HQ190320.1.1508,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,Ellin6067,unidentified,370,B2171,B2171_Ellin6067
KX056903.1.1489,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,unidentified,370,B2172,B2172_Pantoea
JF058121.1.1279,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,unidentified,369,B2173,B2173_Streptococcus
KJ192083.1.1494,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,unidentified,369,B2174,B2174_Terrimonas
KU569617.1.1237,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,unidentified,369,B2175,B2175_Serratia
EF516891.1.1469,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,Ellin6067,unidentified,368,B2176,B2176_Ellin6067
FPLP01007343.5.1500,Spirochaetes,Leptospirae,Leptospirales,Leptospiraceae,Turneriella,unidentified,368,B2177,B2177_Turneriella
KT029456.1.1463,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,unidentified,368,B2178,B2178_Pseudomonas
3cadf25aeb9bd953071dfe64c5acdc14,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,unidentified,unidentified,367,B2179,B2179_f_JG30.KF.CM45
b40de755a887eeaab1ca7960f74b6bbc,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes vadinHA17,unidentified,unidentified,367,B2180,B2180_f_Bacteroidetes.vadinHA17
KC140346.1.1218,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus erythropolis,367,B2181,B2181_Rhodococcus
KJ185036.1.1439,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,unidentified,unidentified,367,B2182,B2182_f_Burkholderiaceae
c0f7819681ac90c544b23fc0b3e273b0,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,unidentified,unidentified,366,B2183,B2183_f_Rhodocyclaceae
KJ192002.1.1494,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,A21b,uncultured Rhodocyclaceae bacterium,uncultured Rhodocyclaceae bacterium,366,B2184,B2184_uncultured.Rhodocyclaceae.bacterium
LC269319.1.1416,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,uncultured,Spirosoma sp. S7-2-11,366,B2185,B2185_uncultured
FJ660562.1.1507,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Polyangium,uncultured bacterium,365,B2186,B2186_Polyangium
HM262996.1.1335,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Bdellovibrio sp. SKB1291214,365,B2187,B2187_Bdellovibrio
JQ624955.1.1354,Cyanobacteria,Melainabacteria,Gastranaerophilales,unidentified,unidentified,unidentified,365,B2188,B2188_o_Gastranaerophilales
JQ689172.1.1435,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,unidentified,unidentified,365,B2189,B2189_f_Burkholderiaceae
MLJW01001310.158.1631,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Telmatospirillum,uncultured bacterium,365,B2190,B2190_Telmatospirillum
AB006162.1.1468,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Virgisporangium,unidentified,364,B2191,B2191_Virgisporangium
AB364740.1.1484,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,unidentified,364,B2192,B2192_Syntrophobacter
GQ263797.1.1435,Chloroflexi,Anaerolineae,SBR1031,A4b,uncultured bacterium,uncultured bacterium,364,B2193,B2193_uncultured.bacterium
JF228153.1.1347,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,unidentified,364,B2194,B2194_Nocardioides
KP268770.1.1282,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,unidentified,364,B2195,B2195_Pseudomonas
FPLS01055778.11.1353,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,unidentified,362,B2196,B2196_Dokdonella
